"question";"option";"input_type";"input_id";"dependence";"dependence_value";"required"
"Виберіть ваше відділення:";"46 відділення";"picker";"division";"NA";"NA";"TRUE"
"Виберіть ваше відділення:";"47 відділення";"picker";"division";"NA";"NA";"TRUE"
"Виберіть ваше відділення:";"48 відділення";"picker";"division";"NA";"NA";"TRUE"
"Виберіть ваше відділення:";"49 відділення";"picker";"division";"NA";"NA";"TRUE"
"Виберіть ваше відділення:";"50 відділення";"picker";"division";"NA";"NA";"TRUE"
"Виберіть ваше відділення:";"51 відділення";"picker";"division";"NA";"NA";"TRUE"
"Виберіть ваше відділення:";"52 відділення";"picker";"division";"NA";"NA";"TRUE"
"Виберіть ваше відділення:";"53 відділення";"picker";"division";"NA";"NA";"TRUE"
"Виберіть ваше відділення:";"54 відділення";"picker";"division";"NA";"NA";"TRUE"
"Виберіть ваше відділення:";"55 відділення";"picker";"division";"NA";"NA";"TRUE"
"Виберіть ваше відділення:";"56 відділення";"picker";"division";"NA";"NA";"TRUE"
"Виберіть ваше відділення:";"57 відділення";"picker";"division";"NA";"NA";"TRUE"
"Виберіть ваше відділення:";"58 відділення";"picker";"division";"NA";"NA";"TRUE"
"Виберіть ваше відділення:";"59 відділення";"picker";"division";"NA";"NA";"TRUE"
"Виберіть ваше відділення:";"60 відділення";"picker";"division";"NA";"NA";"TRUE"
"Виберіть ваше відділення:";"61 відділення";"picker";"division";"NA";"NA";"TRUE"
"Виберіть ваше відділення:";"62 відділення";"picker";"division";"NA";"NA";"TRUE"
"Виберіть ваше відділення:";"63 відділення";"picker";"division";"NA";"NA";"TRUE"
"Виберіть ваше відділення:";"64 відділення";"picker";"division";"NA";"NA";"TRUE"
"Виберіть ваше відділення:";"65 відділення";"picker";"division";"NA";"NA";"TRUE"
"Виберіть ваше відділення:";"66 відділення";"picker";"division";"NA";"NA";"TRUE"
"Виберіть ваше відділення:";"67 відділення";"picker";"division";"NA";"NA";"TRUE"
"Виберіть ваше відділення:";"68 відділення";"picker";"division";"NA";"NA";"TRUE"
"Виберіть ваше відділення:";"69 відділення";"picker";"division";"NA";"NA";"TRUE"
"Виберіть ваше відділення:";"70 відділення";"picker";"division";"NA";"NA";"TRUE"
"Виберіть ваше відділення:";"71 відділення";"picker";"division";"NA";"NA";"TRUE"
"Виберіть ваше відділення:";"72 відділення";"picker";"division";"NA";"NA";"TRUE"
"Виберіть ваше відділення:";"73 відділення";"picker";"division";"NA";"NA";"TRUE"
"Виберіть ваше відділення:";"74 відділення";"picker";"division";"NA";"NA";"TRUE"
"Виберіть ваше відділення:";"75 відділення";"picker";"division";"NA";"NA";"TRUE"
"Виберіть ваше відділення:";"76 відділення";"picker";"division";"NA";"NA";"TRUE"
"Виберіть ваше відділення:";"77 відділення";"picker";"division";"NA";"NA";"TRUE"
"Виберіть ваше відділення:";"78 відділення";"picker";"division";"NA";"NA";"TRUE"
"Виберіть ваше відділення:";"79 відділення";"picker";"division";"NA";"NA";"TRUE"
"Виберіть ваше відділення:";"80 відділення";"picker";"division";"NA";"NA";"TRUE"
"Виберіть ваше відділення:";"81 відділення";"picker";"division";"NA";"NA";"TRUE"
"Виберіть ваше відділення:";"82 відділення";"picker";"division";"NA";"NA";"TRUE"
"Виберіть ваше відділення:";"83 відділення";"picker";"division";"NA";"NA";"TRUE"
"Виберіть ваше відділення:";"84 відділення";"picker";"division";"NA";"NA";"TRUE"
"Виберіть ваше відділення:";"85 відділення";"picker";"division";"NA";"NA";"TRUE"
"Виберіть ваше відділення:";"86 відділення";"picker";"division";"NA";"NA";"TRUE"
"Виберіть ваше відділення:";"87 відділення";"picker";"division";"NA";"NA";"TRUE"
"Виберіть ваше відділення:";"88 відділення";"picker";"division";"NA";"NA";"TRUE"
"Виберіть ваше відділення:";"89 відділення";"picker";"division";"NA";"NA";"TRUE"
"Виберіть ваше відділення:";"90 відділення";"picker";"division";"NA";"NA";"TRUE"
"Виберіть ваше відділення:";"91 відділення";"picker";"division";"NA";"NA";"TRUE"
"Виберіть ваше відділення:";"92 відділення";"picker";"division";"NA";"NA";"TRUE"
"Виберіть ваше відділення:";"93 відділення";"picker";"division";"NA";"NA";"TRUE"
"Виберіть ваше відділення:";"94 відділення";"picker";"division";"NA";"NA";"TRUE"
"Виберіть ваше відділення:";"95 відділення";"picker";"division";"NA";"NA";"TRUE"
"Виберіть ваше відділення:";"96 відділення";"picker";"division";"NA";"NA";"TRUE"
"Виберіть ваше відділення:";"97 відділення";"picker";"division";"NA";"NA";"TRUE"
"Виберіть ваше відділення:";"98 відділення";"picker";"division";"NA";"NA";"TRUE"
"Виберіть ваше відділення:";"99 відділення";"picker";"division";"NA";"NA";"TRUE"
"Виберіть ваше відділення:";"100 відділення";"picker";"division";"NA";"NA";"TRUE"
"Виберіть ваше відділення:";"101 відділення";"picker";"division";"NA";"NA";"TRUE"
"Виберіть ваше відділення:";"102 відділення";"picker";"division";"NA";"NA";"TRUE"
"Виберіть ваше відділення:";"103 відділення";"picker";"division";"NA";"NA";"TRUE"
"Виберіть ваше відділення:";"104 відділення";"picker";"division";"NA";"NA";"TRUE"
"Виберіть ваше відділення:";"105 відділення";"picker";"division";"NA";"NA";"TRUE"
"Виберіть ваше відділення:";"106 відділення";"picker";"division";"NA";"NA";"TRUE"
"Виберіть ваше відділення:";"107 відділення";"picker";"division";"NA";"NA";"TRUE"
"Виберіть ваше відділення:";"108 відділення";"picker";"division";"NA";"NA";"TRUE"
"Виберіть ваше відділення:";"109 відділення";"picker";"division";"NA";"NA";"TRUE"
"Виберіть ваше відділення:";"110 відділення";"picker";"division";"NA";"NA";"TRUE"
"Виберіть ваше відділення:";"111 відділення";"picker";"division";"NA";"NA";"TRUE"
"Виберіть ваше відділення:";"112 відділення";"picker";"division";"NA";"NA";"TRUE"
"Виберіть ваше відділення:";"113 відділення";"picker";"division";"NA";"NA";"TRUE"
"Виберіть ваше відділення:";"114 відділення";"picker";"division";"NA";"NA";"TRUE"
"Виберіть ваше відділення:";"115 відділення";"picker";"division";"NA";"NA";"TRUE"
"Виберіть ваше відділення:";"116 відділення";"picker";"division";"NA";"NA";"TRUE"
"Виберіть ваше відділення:";"117 відділення";"picker";"division";"NA";"NA";"TRUE"
"Виберіть ваше відділення:";"118 відділення";"picker";"division";"NA";"NA";"TRUE"
"Виберіть ваше відділення:";"119 відділення";"picker";"division";"NA";"NA";"TRUE"
"Виберіть ваше відділення:";"120 відділення";"picker";"division";"NA";"NA";"TRUE"
"Виберіть ваше відділення:";"121 відділення";"picker";"division";"NA";"NA";"TRUE"
"Виберіть ваше відділення:";"122 відділення";"picker";"division";"NA";"NA";"TRUE"
"Виберіть ваше відділення:";"123 відділення";"picker";"division";"NA";"NA";"TRUE"
"Виберіть ваше відділення:";"124 відділення";"picker";"division";"NA";"NA";"TRUE"
"Виберіть ваше відділення:";"125 відділення";"picker";"division";"NA";"NA";"TRUE"
"Виберіть ваше відділення:";"126 відділення";"picker";"division";"NA";"NA";"TRUE"
"Виберіть ваше відділення:";"127 відділення";"picker";"division";"NA";"NA";"TRUE"
"Виберіть ваше відділення:";"128 відділення";"picker";"division";"NA";"NA";"TRUE"
"Виберіть ваше відділення:";"129 відділення";"picker";"division";"NA";"NA";"TRUE"
"Виберіть ваше відділення:";"130 відділення";"picker";"division";"NA";"NA";"TRUE"
"Виберіть ваше відділення:";"131 відділення";"picker";"division";"NA";"NA";"TRUE"
"Виберіть ваше відділення:";"132 відділення";"picker";"division";"NA";"NA";"TRUE"
"Виберіть ваше відділення:";"133 відділення";"picker";"division";"NA";"NA";"TRUE"
"Виберіть ваше відділення:";"134 відділення";"picker";"division";"NA";"NA";"TRUE"
"Виберіть ваше відділення:";"135 відділення";"picker";"division";"NA";"NA";"TRUE"
"Виберіть ваше відділення:";"136 відділення";"picker";"division";"NA";"NA";"TRUE"
"Виберіть ваше відділення:";"137 відділення";"picker";"division";"NA";"NA";"TRUE"
"Виберіть ваше відділення:";"138 відділення";"picker";"division";"NA";"NA";"TRUE"
"Виберіть ваше відділення:";"139 відділення";"picker";"division";"NA";"NA";"TRUE"
"Виберіть ваше відділення:";"140 відділення";"picker";"division";"NA";"NA";"TRUE"
"Виберіть ваше відділення:";"141 відділення";"picker";"division";"NA";"NA";"TRUE"
"Виберіть ваше відділення:";"142 відділення";"picker";"division";"NA";"NA";"TRUE"
"Виберіть ваше відділення:";"143 відділення";"picker";"division";"NA";"NA";"TRUE"
"Виберіть ваше відділення:";"144 відділення";"picker";"division";"NA";"NA";"TRUE"
"Виберіть ваше відділення:";"145 відділення";"picker";"division";"NA";"NA";"TRUE"
"Виберіть ваше відділення:";"146 відділення";"picker";"division";"NA";"NA";"TRUE"
"Виберіть ваше відділення:";"147 відділення";"picker";"division";"NA";"NA";"TRUE"
"Виберіть ваше відділення:";"148 відділення";"picker";"division";"NA";"NA";"TRUE"
"Виберіть ваше відділення:";"149 відділення";"picker";"division";"NA";"NA";"TRUE"
"Виберіть ваше відділення:";"150 відділення";"picker";"division";"NA";"NA";"TRUE"
"Виберіть ваше відділення:";"151 відділення";"picker";"division";"NA";"NA";"TRUE"
"Виберіть ваше відділення:";"152 відділення";"picker";"division";"NA";"NA";"TRUE"
"Виберіть ваше відділення:";"153 відділення";"picker";"division";"NA";"NA";"TRUE"
"Виберіть ваше відділення:";"154 відділення";"picker";"division";"NA";"NA";"TRUE"
"Виберіть ваше відділення:";"155 відділення";"picker";"division";"NA";"NA";"TRUE"
"Виберіть ваше відділення:";"156 відділення";"picker";"division";"NA";"NA";"TRUE"
"Виберіть ваше відділення:";"157 відділення";"picker";"division";"NA";"NA";"TRUE"
"Виберіть ваше відділення:";"158 відділення";"picker";"division";"NA";"NA";"TRUE"
"Виберіть ваше відділення:";"159 відділення";"picker";"division";"NA";"NA";"TRUE"
"Введіть ПІБ працівника відділення?";"ПІБ";"text";"PIB";"NA";"NA";"TRUE"
"НА РІВНІ КЕРІВНИКА";0;"matrix";"q11";"NA";"NA";"TRUE"
"НА РІВНІ КЕРІВНИКА";1;"matrix";"q11";"NA";"NA";"TRUE"
"НА РІВНІ КЕРІВНИКА";2;"matrix";"q11";"NA";"NA";"TRUE"
"НА РІВНІ КЕРІВНИКА";3;"matrix";"q11";"NA";"NA";"TRUE"
"НА РІВНІ КЕРІВНИКА";4;"matrix";"q11";"NA";"NA";"TRUE"
"НА РІВНІ КЕРІВНИКА";5;"matrix";"q11";"NA";"NA";"TRUE"
"НА РІВНІ КЕРІВНИКА ";0;"matrix";"q12";"NA";"NA";"TRUE"
"НА РІВНІ КЕРІВНИКА ";1;"matrix";"q12";"NA";"NA";"TRUE"
"НА РІВНІ КЕРІВНИКА ";2;"matrix";"q12";"NA";"NA";"TRUE"
"НА РІВНІ КЕРІВНИКА ";3;"matrix";"q12";"NA";"NA";"TRUE"
"НА РІВНІ КЕРІВНИКА ";4;"matrix";"q12";"NA";"NA";"TRUE"
"НА РІВНІ КЕРІВНИКА ";5;"matrix";"q12";"NA";"NA";"TRUE"
"НА РІВНІ КЕРІВНИКА  ";0;"matrix";"q13";"NA";"NA";"TRUE"
"НА РІВНІ КЕРІВНИКА  ";1;"matrix";"q13";"NA";"NA";"TRUE"
"НА РІВНІ КЕРІВНИКА  ";2;"matrix";"q13";"NA";"NA";"TRUE"
"НА РІВНІ КЕРІВНИКА  ";3;"matrix";"q13";"NA";"NA";"TRUE"
"НА РІВНІ КЕРІВНИКА  ";4;"matrix";"q13";"NA";"NA";"TRUE"
"НА РІВНІ КЕРІВНИКА  ";5;"matrix";"q13";"NA";"NA";"TRUE"
"НА РІВНІ КЕРІВНИКА   ";0;"matrix";"q21";"NA";"NA";"TRUE"
"НА РІВНІ КЕРІВНИКА   ";1;"matrix";"q21";"NA";"NA";"TRUE"
"НА РІВНІ КЕРІВНИКА   ";2;"matrix";"q21";"NA";"NA";"TRUE"
"НА РІВНІ КЕРІВНИКА   ";3;"matrix";"q21";"NA";"NA";"TRUE"
"НА РІВНІ КЕРІВНИКА   ";4;"matrix";"q21";"NA";"NA";"TRUE"
"НА РІВНІ КЕРІВНИКА   ";5;"matrix";"q21";"NA";"NA";"TRUE"
"НА РІВНІ КЕРІВНИКА    ";0;"matrix";"q22";"NA";"NA";"TRUE"
"НА РІВНІ КЕРІВНИКА    ";1;"matrix";"q22";"NA";"NA";"TRUE"
"НА РІВНІ КЕРІВНИКА    ";2;"matrix";"q22";"NA";"NA";"TRUE"
"НА РІВНІ КЕРІВНИКА    ";3;"matrix";"q22";"NA";"NA";"TRUE"
"НА РІВНІ КЕРІВНИКА    ";4;"matrix";"q22";"NA";"NA";"TRUE"
"НА РІВНІ КЕРІВНИКА    ";5;"matrix";"q22";"NA";"NA";"TRUE"
"НА РІВНІ КЕРІВНИКА     ";0;"matrix";"q23";"NA";"NA";"TRUE"
"НА РІВНІ КЕРІВНИКА     ";1;"matrix";"q23";"NA";"NA";"TRUE"
"НА РІВНІ КЕРІВНИКА     ";2;"matrix";"q23";"NA";"NA";"TRUE"
"НА РІВНІ КЕРІВНИКА     ";3;"matrix";"q23";"NA";"NA";"TRUE"
"НА РІВНІ КЕРІВНИКА     ";4;"matrix";"q23";"NA";"NA";"TRUE"
"НА РІВНІ КЕРІВНИКА     ";5;"matrix";"q23";"NA";"NA";"TRUE"
"НА РІВНІ КЕРІВНИКА      ";0;"matrix";"q31";"NA";"NA";"TRUE"
"НА РІВНІ КЕРІВНИКА      ";1;"matrix";"q31";"NA";"NA";"TRUE"
"НА РІВНІ КЕРІВНИКА      ";2;"matrix";"q31";"NA";"NA";"TRUE"
"НА РІВНІ КЕРІВНИКА      ";3;"matrix";"q31";"NA";"NA";"TRUE"
"НА РІВНІ КЕРІВНИКА      ";4;"matrix";"q31";"NA";"NA";"TRUE"
"НА РІВНІ КЕРІВНИКА      ";5;"matrix";"q31";"NA";"NA";"TRUE"
"НА РІВНІ КЕРІВНИКА       ";0;"matrix";"q32";"NA";"NA";"TRUE"
"НА РІВНІ КЕРІВНИКА       ";1;"matrix";"q32";"NA";"NA";"TRUE"
"НА РІВНІ КЕРІВНИКА       ";2;"matrix";"q32";"NA";"NA";"TRUE"
"НА РІВНІ КЕРІВНИКА       ";3;"matrix";"q32";"NA";"NA";"TRUE"
"НА РІВНІ КЕРІВНИКА       ";4;"matrix";"q32";"NA";"NA";"TRUE"
"НА РІВНІ КЕРІВНИКА       ";5;"matrix";"q32";"NA";"NA";"TRUE"
"НА РІВНІ КЕРІВНИКА        ";0;"matrix";"q33";"NA";"NA";"TRUE"
"НА РІВНІ КЕРІВНИКА        ";1;"matrix";"q33";"NA";"NA";"TRUE"
"НА РІВНІ КЕРІВНИКА        ";2;"matrix";"q33";"NA";"NA";"TRUE"
"НА РІВНІ КЕРІВНИКА        ";3;"matrix";"q33";"NA";"NA";"TRUE"
"НА РІВНІ КЕРІВНИКА        ";4;"matrix";"q33";"NA";"NA";"TRUE"
"НА РІВНІ КЕРІВНИКА        ";5;"matrix";"q33";"NA";"NA";"TRUE"
"НА РІВНІ КЕРІВНИКА         ";0;"matrix";"q41";"NA";"NA";"TRUE"
"НА РІВНІ КЕРІВНИКА         ";1;"matrix";"q41";"NA";"NA";"TRUE"
"НА РІВНІ КЕРІВНИКА         ";2;"matrix";"q41";"NA";"NA";"TRUE"
"НА РІВНІ КЕРІВНИКА         ";3;"matrix";"q41";"NA";"NA";"TRUE"
"НА РІВНІ КЕРІВНИКА         ";4;"matrix";"q41";"NA";"NA";"TRUE"
"НА РІВНІ КЕРІВНИКА         ";5;"matrix";"q41";"NA";"NA";"TRUE"
"НА РІВНІ КЕРІВНИКА          ";0;"matrix";"q42";"NA";"NA";"TRUE"
"НА РІВНІ КЕРІВНИКА          ";1;"matrix";"q42";"NA";"NA";"TRUE"
"НА РІВНІ КЕРІВНИКА          ";2;"matrix";"q42";"NA";"NA";"TRUE"
"НА РІВНІ КЕРІВНИКА          ";3;"matrix";"q42";"NA";"NA";"TRUE"
"НА РІВНІ КЕРІВНИКА          ";4;"matrix";"q42";"NA";"NA";"TRUE"
"НА РІВНІ КЕРІВНИКА          ";5;"matrix";"q42";"NA";"NA";"TRUE"
"НА РІВНІ КЕРІВНИКА           ";0;"matrix";"q43";"NA";"NA";"TRUE"
"НА РІВНІ КЕРІВНИКА           ";1;"matrix";"q43";"NA";"NA";"TRUE"
"НА РІВНІ КЕРІВНИКА           ";2;"matrix";"q43";"NA";"NA";"TRUE"
"НА РІВНІ КЕРІВНИКА           ";3;"matrix";"q43";"NA";"NA";"TRUE"
"НА РІВНІ КЕРІВНИКА           ";4;"matrix";"q43";"NA";"NA";"TRUE"
"НА РІВНІ КЕРІВНИКА           ";5;"matrix";"q43";"NA";"NA";"TRUE"
